0,0,0,7,1,1,5,4
0,1,0,7,1,1,5,4
0,2,0,7,1,1,5,4
0,3,0,7,1,1,5,4
0,4,0,7,1,1,5,4
0,5,0,7,1,1,5,4
0,6,0,7,1,1,5,4
0,7,0,7,1,1,5,4
0,8,0,7,1,1,5,4
0,9,0,7,1,1,5,4
0,10,0,7,1,1,5,4
0,11,0,7,1,1,5,4
0,12,0,7,1,1,5,4
0,13,0,7,1,1,5,4
0,14,0,7,1,1,5,4
0,15,0,7,1,1,5,4
0,16,0,7,1,1,5,4
0,17,0,7,1,1,5,4
0,18,0,7,1,1,5,4
0,19,0,7,1,1,5,4
0,20,0,7,1,1,5,4
0,21,0,7,1,1,5,4
0,22,0,7,1,1,5,4
0,23,0,7,1,1,5,4
0,24,0,7,1,1,5,4
0,25,0,7,1,1,5,4
0,26,0,7,1,1,5,4
0,27,0,7,1,1,5,4
0,28,0,7,1,1,5,4
0,29,0,7,1,1,5,4
0,30,0,7,1,1,5,4
1,0,0,7,1,1,5,4
1,1,1,0,1,1,1,1
1,2,3,0,1,1,1,1
1,3,1,0,1,1,1,1
1,4,4,2,1,1,1,1
1,5,1,0,1,1,1,1
1,6,3,0,1,1,1,1
1,7,1,0,1,1,1,1
1,8,4,0,1,1,1,1
1,9,1,0,1,1,1,1
1,10,1,1,1,1,1,1
1,11,1,2,1,1,1,1
1,12,1,0,1,1,1,1
1,13,1,2,1,1,1,1
1,14,1,0,1,1,1,1
1,15,1,3,1,1,1,1
1,16,1,0,1,1,1,1
1,17,1,1,1,1,1,1
1,18,3,0,1,1,1,1
1,19,1,0,1,1,1,1
1,20,2,3,1,1,1,1
1,21,1,3,1,1,1,1
1,22,1,3,1,1,1,1
1,23,1,0,1,1,1,1
1,24,2,1,1,1,1,1
1,25,1,3,1,1,1,1
1,26,1,0,1,1,1,1
1,27,1,2,1,1,1,1
1,28,1,0,1,1,1,1
1,29,1,0,1,1,1,1
1,30,0,7,1,1,5,4
2,0,0,7,1,1,5,4
2,1,1,3,1,1,1,1
2,2,2,3,1,1,1,1
2,3,2,2,1,1,1,1
2,4,1,3,1,1,1,1
2,5,1,0,1,1,1,1
2,6,1,1,1,1,1,1
2,7,1,0,1,1,1,1
2,8,3,1,1,1,1,1
2,9,1,0,1,1,1,1
2,10,3,2,1,1,1,1
2,11,1,0,1,1,1,1
2,12,1,3,1,1,1,1
2,13,0,4,1,1,2,2
2,14,1,2,1,1,1,1
2,15,1,0,1,1,1,1
2,16,2,1,1,1,1,1
2,17,1,0,1,1,1,1
2,18,2,3,1,1,1,1
2,19,1,0,1,1,1,1
2,20,1,2,1,1,1,1
2,21,1,0,1,1,1,1
2,22,2,1,1,1,1,1
2,23,2,3,1,1,1,1
2,24,1,3,1,1,1,1
2,25,1,2,1,1,1,1
2,26,1,0,1,1,1,1
2,27,0,4,1,1,2,2
2,28,1,0,1,1,1,1
2,29,1,3,1,1,1,1
2,30,0,7,1,1,5,4
3,0,0,7,1,1,5,4
3,1,1,3,1,1,1,1
3,2,1,4,1,1,2,2
3,3,0,0,0,0,0,0
3,4,0,0,0,0,0,0
3,5,0,0,0,0,0,0
3,6,0,0,0,0,0,0
3,7,0,0,0,0,0,0
3,8,0,0,0,0,0,0
3,9,0,0,0,0,0,0
3,10,1,0,1,1,1,1
3,11,3,1,1,1,1,1
3,12,0,0,0,0,0,0
3,13,0,0,0,0,0,0
3,14,0,0,0,0,0,0
3,15,0,0,0,0,0,0
3,16,0,0,0,0,0,0
3,17,0,0,0,0,0,0
3,18,0,0,0,0,0,0
3,19,1,0,1,1,1,1
3,20,1,3,1,1,1,1
3,21,0,0,0,0,0,0
3,22,0,0,0,0,0,0
3,23,0,0,0,0,0,0
3,24,0,0,0,0,0,0
3,25,0,0,0,0,0,0
3,26,0,0,0,0,0,0
3,27,0,0,0,0,0,0
3,28,1,0,1,1,1,1
3,29,2,1,1,1,1,1
3,30,0,7,1,1,5,4
4,0,0,7,1,1,5,4
4,1,1,0,1,1,1,1
4,2,1,3,1,1,1,1
4,3,0,0,0,0,0,0
4,4,0,0,0,0,0,0
4,5,0,0,0,0,0,0
4,6,0,0,0,0,0,0
4,7,0,0,0,0,0,0
4,8,0,0,0,0,0,0
4,9,0,0,0,0,0,0
4,10,2,2,1,1,1,1
4,11,3,1,1,1,1,1
4,12,0,0,0,0,0,0
4,13,0,0,0,0,0,0
4,14,0,0,0,0,0,0
4,15,0,0,0,0,0,0
4,16,0,0,0,0,0,0
4,17,0,0,0,0,0,0
4,18,0,0,0,0,0,0
4,19,1,0,1,1,1,1
4,20,1,3,1,1,1,1
4,21,0,0,0,0,0,0
4,22,0,0,0,0,0,0
4,23,0,0,0,0,0,0
4,24,0,0,0,0,0,0
4,25,0,0,0,0,0,0
4,26,0,0,0,0,0,0
4,27,0,0,0,0,0,0
4,28,0,4,1,1,3,2
4,29,1,0,1,1,1,1
4,30,0,7,1,1,5,4
5,0,0,7,1,1,5,4
5,1,1,0,1,1,1,1
5,2,2,1,1,1,1,1
5,3,0,0,0,0,0,0
5,4,0,0,0,0,0,0
5,5,0,0,0,0,0,0
5,6,0,0,0,0,0,0
5,7,0,0,0,0,0,0
